id,no,domain,raw_command,token_count,predicted_task_count,predicted_task_labels,predicted_task_segments,review_flag,manual_keep,manual_corrected_task_segments,manual_corrected_task_labels,manual_note,needs_review
CK-3808,106,ofis_metin_düzenleme,sunumda ikinci slayta geç ve başlığı küçült,7,2,GEÇ ; KÜÇÜLT,GEÇ:ikinci slayta geç ; KÜÇÜLT:başlığı küçült,kontrol_gereken_label,1,ikinci slayta geç ; başlığı küçült,GEÇ ; KÜÇÜLT,,True
CK-3809,107,ofis_metin_düzenleme,belgeyi yazdırma önizlemesine al ama çıktı alma,7,1,TAŞI,TAŞI:önizlemesine al,riskli_ifade,1,önizlemesine al,TAŞI,,True
CK-3810,108,ofis_metin_düzenleme,yanlış oldu metni silmeyeceksin altına açıklama ekle,7,1,YAZ,YAZ:altına açıklama ekle,riskli_ifade,1,altına açıklama ekle,YAZ,,True
CK-3811,109,ofis_metin_düzenleme,bu paragrafı kopyala ve yorum alanına yapıştır,7,2,KOPYALA ; YAPIŞTIR,KOPYALA:bu paragrafı kopyala ; YAPIŞTIR:yorum alanına yapıştır,,1,bu paragrafı kopyala ; yorum alanına yapıştır,KOPYALA ; YAPIŞTIR,,False
CK-3812,110,ofis_metin_düzenleme,Excel'de oran sütununu yüzde biçimine değiştir,6,1,DEĞİŞTİR,DEĞİŞTİR:oran sütununu yüzde biçimine değiştir,kontrol_gereken_label,1,oran sütununu yüzde biçimine değiştir,DEĞİŞTİR,,True
CK-3813,111,ofis_metin_düzenleme,açık belgeyi kaydetmeden kapatma sadece kaydet,6,1,KAYDET,KAYDET:kaydet,riskli_ifade,1,kaydet,KAYDET,,True
CK-3814,112,ofis_metin_düzenleme,PowerPoint'te grafiği sağa taşı ve biraz büyüt,7,2,TAŞI ; BÜYÜT,TAŞI:grafiği sağa taşı ; BÜYÜT:biraz büyüt,,1,grafiği sağa taşı ; biraz büyüt,TAŞI ; BÜYÜT,,False
CK-3815,113,ofis_metin_düzenleme,Word'de kaynakça kelimesini ara bulunca oraya git,7,3,ARA ; BUL ; GİT,ARA:kaynakça kelimesini ara ; BUL:bulunca ; GİT:oraya git,kontrol_gereken_label,1,kaynakça kelimesini ara ; bulunca ; oraya git,ARA ; BUL ; GİT,,True
CK-3816,114,ofis_metin_düzenleme,seçili satırı kes ve tablonun en altına koy,8,2,KES ; TAŞI,KES:seçili satırı kes ; TAŞI:tablonun en altına koy,,1,seçili satırı kes ; tablonun en altına koy,KES ; TAŞI,,False
CK-3817,115,ofis_metin_düzenleme,Excel'de formülü aşağı doğru yinele,5,1,YİNELE,YİNELE:formülü aşağı doğru yinele,,1,formülü aşağı doğru yinele,YİNELE,,False
CK-3818,116,ofis_metin_düzenleme,başlıktaki tarihi 2025 değil 2026 yap,6,1,YENİDEN_ADLANDIR,YENİDEN_ADLANDIR:2026 yap,riskli_ifade | kontrol_gereken_label,1,2026 yap,YENİDEN_ADLANDIR,,True
CK-3819,117,ofis_metin_düzenleme,metnin başına taslak yazma dosya adının sonuna ekle,8,2,DİĞER ; BOŞLUK,DİĞER:dosya adının ; BOŞLUK:sonuna ekle,riskli_ifade | kontrol_gereken_label,1,dosya adının ; sonuna ekle,DİĞER ; BOŞLUK,,True
CK-3820,118,ofis_metin_düzenleme,bu sayfayı yalnızca siyah beyaz yazdırmaya hazırla,7,1,YAZDIR,YAZDIR:yalnızca siyah beyaz yazdırmaya hazırla,riskli_ifade,1,yalnızca siyah beyaz yazdırmaya hazırla,YAZDIR,,True
CK-3821,119,ofis_metin_düzenleme,sunum notları bölümüne kısa bir boşluk bırak,7,1,BOŞLUK,BOŞLUK:sunum notları bölümüne kısa bir boşluk bırak,kontrol_gereken_label,1,sunum notları bölümüne kısa bir boşluk bırak,BOŞLUK,,True
CK-3822,120,ofis_metin_düzenleme,belgedeki çift boşlukları tek boşluğa çevir,6,1,DEĞİŞTİR,DEĞİŞTİR:çift boşlukları tek boşluğa çevir,kontrol_gereken_label,1,çift boşlukları tek boşluğa çevir,DEĞİŞTİR,,True
CK-3823,121,ofis_metin_düzenleme,ilk maddeyi silme sadece listenin sonuna taşı,7,1,TAŞI,TAŞI:listenin sonuna taşı,riskli_ifade,1,listenin sonuna taşı,TAŞI,,True
CK-3824,122,ofis_metin_düzenleme,Excel'de A sütununu gizleme genişliğini 12 yap,7,1,DEĞİŞTİR,DEĞİŞTİR:genişliğini 12 yap,kontrol_gereken_label,1,genişliğini 12 yap,DEĞİŞTİR,,True
CK-3825,123,ofis_metin_düzenleme,açık olan metinde sonuç başlığını bul ve altını çiz,9,2,BUL ; DİĞER,BUL:sonuç başlığını bul ; DİĞER:altını çiz,kontrol_gereken_label,1,sonuç başlığını bul ; altını çiz,BUL ; DİĞER,,True
CK-3826,124,ofis_metin_düzenleme,sunumda resmi seç ama silme kenarını küçült,7,2,SEÇ ; KÜÇÜLT,SEÇ:resmi seç ; KÜÇÜLT:silme kenarını küçült,riskli_ifade,1,resmi seç ; silme kenarını küçült,SEÇ ; KÜÇÜLT,,True
CK-3827,125,ofis_metin_düzenleme,Word belgesinde yorumları göster ve ilk yoruma git,8,2,DİĞER ; GİT,DİĞER:yorumları göster ; GİT:ilk yoruma git,riskli_ifade | kontrol_gereken_label,1,yorumları göster ; ilk yoruma git,DİĞER ; GİT,,True
CK-3828,126,ofis_metin_düzenleme,Excel'deki filtreyi temizle sonra tabloyu en üste kaydır,8,2,SİL ; KAYDIR,SİL:Excel'deki filtreyi temizle ; KAYDIR:tabloyu en üste kaydır,,1,Excel'deki filtreyi temizle ; tabloyu en üste kaydır,SİL ; KAYDIR,,False
CK-3829,127,ofis_metin_düzenleme,paragrafı seçmeden önce imleci giriş kısmına götür,7,1,GİT,GİT:imleci giriş kısmına götür,kontrol_gereken_label,1,imleci giriş kısmına götür,GİT,,True
CK-3830,128,ofis_metin_düzenleme,başlığı Times New Roman yapıp boyutunu 12’ye indir,8,2,YENİDEN_ADLANDIR ; KÜÇÜLT,YENİDEN_ADLANDIR:başlığı Times New Roman yapıp ; KÜÇÜLT:boyutunu 12’ye indir,kontrol_gereken_label,1,başlığı Times New Roman yapıp ; boyutunu 12’ye indir,YENİDEN_ADLANDIR ; KÜÇÜLT,,True
CK-3831,129,ofis_metin_düzenleme,seçili hücreyi kopyala boş hücreye yapıştır,6,2,KOPYALA ; YAPIŞTIR,KOPYALA:seçili hücreyi kopyala ; YAPIŞTIR:boş hücreye yapıştır,,1,seçili hücreyi kopyala ; boş hücreye yapıştır,KOPYALA ; YAPIŞTIR,,False
CK-3832,130,ofis_metin_düzenleme,yazdırma ekranında sayfa aralığını 1-2 yap,6,1,DEĞİŞTİR,DEĞİŞTİR:sayfa aralığını 1-2 yap,riskli_ifade | kontrol_gereken_label,1,sayfa aralığını 1-2 yap,DEĞİŞTİR,,True
CK-3833,131,ofis_metin_düzenleme,belgedeki boş sayfayı sil ama son paragrafı bırak,8,2,SİL ; BOŞLUK,SİL:belgedeki boş sayfayı sil ; BOŞLUK:son paragrafı bırak,riskli_ifade | kontrol_gereken_label,1,belgedeki boş sayfayı sil ; son paragrafı bırak,SİL ; BOŞLUK,,True
CK-3834,132,ofis_metin_düzenleme,sunumdaki animasyonu değiştirme sadece süresini azalt,6,1,AZALT,AZALT:süresini azalt,,1,süresini azalt,AZALT,,False
CK-3835,133,ofis_metin_düzenleme,Excel’de en yeni satırı bul ve not sütununa kontrol yaz,10,2,BUL ; YAZ,BUL:en yeni satırı bul ; YAZ:not sütununa kontrol yaz,,1,en yeni satırı bul ; not sütununa kontrol yaz,BUL ; YAZ,,False
CK-3836,134,ofis_metin_düzenleme,açık dosyayı farklı kaydetme normal kaydet yeter,7,1,KAYDET,KAYDET:normal kaydet yeter,,1,normal kaydet yeter,KAYDET,,False
CK-3837,135,ofis_metin_düzenleme,metindeki yanlış virgülü sil yerine nokta koy,7,2,SİL ; BOŞLUK,SİL:metindeki yanlış virgülü sil ; BOŞLUK:nokta koy,kontrol_gereken_label,1,metindeki yanlış virgülü sil ; nokta koy,SİL ; BOŞLUK,,True
CK-3838,136,ofis_metin_düzenleme,PowerPoint’te son slaytı çoğalt ve başlığını kapanış yap,8,2,DİĞER ; YENİDEN_ADLANDIR,DİĞER:son slaytı çoğalt ; YENİDEN_ADLANDIR:başlığını kapanış yap,kontrol_gereken_label,1,son slaytı çoğalt ; başlığını kapanış yap,DİĞER ; YENİDEN_ADLANDIR,,True
CK-3839,137,ofis_metin_düzenleme,Word’de başlığı büyütme alt başlığı küçült,6,1,KÜÇÜLT,KÜÇÜLT:alt başlığı küçült,,1,alt başlığı küçült,KÜÇÜLT,,False
CK-3840,138,ofis_metin_düzenleme,tablo başlığını kesip sayfanın üstüne yapıştır,6,2,KES ; YAPIŞTIR,KES:tablo başlığını kesip ; YAPIŞTIR:sayfanın üstüne yapıştır,,1,tablo başlığını kesip ; sayfanın üstüne yapıştır,KES ; YAPIŞTIR,,False
CK-3841,139,ofis_metin_düzenleme,Excel formül çubuğuna geç ve sondaki parantezi sil,8,2,GEÇ ; SİL,GEÇ:Excel formül çubuğuna geç ; SİL:sondaki parantezi sil,kontrol_gereken_label,1,Excel formül çubuğuna geç ; sondaki parantezi sil,GEÇ ; SİL,,True
CK-3842,140,ofis_metin_düzenleme,belgeyi pdf olarak kaydet ama yazdırma,6,1,KAYDET,KAYDET:belgeyi pdf olarak kaydet,riskli_ifade,1,belgeyi pdf olarak kaydet,KAYDET,,True
CK-3843,141,ofis_metin_düzenleme,sunumda açıklama kutusunu bul ve içine kısa not yaz,9,2,BUL ; YAZ,BUL:açıklama kutusunu bul ; YAZ:içine kısa not yaz,riskli_ifade,1,açıklama kutusunu bul ; içine kısa not yaz,BUL ; YAZ,,True
CK-3844,142,ofis_metin_düzenleme,seçili metni kalın yapma sadece italik yap,7,1,DEĞİŞTİR,DEĞİŞTİR:italik yap,kontrol_gereken_label,1,italik yap,DEĞİŞTİR,,True
CK-3845,143,ofis_metin_düzenleme,tablodaki boş hücreleri renkle işaretle sonra kaydet,7,2,TIKLA ; KAYDET,TIKLA:boş hücreleri renkle işaretle ; KAYDET:kaydet,,1,boş hücreleri renkle işaretle ; kaydet,TIKLA ; KAYDET,,False
CK-3846,144,ofis_metin_düzenleme,Word’de dipnotları göster ve ilk dipnota git,7,2,DİĞER ; GİT,DİĞER:dipnotları göster ; GİT:ilk dipnota git,riskli_ifade | kontrol_gereken_label,1,dipnotları göster ; ilk dipnota git,DİĞER ; GİT,,True
CK-3847,145,ofis_metin_düzenleme,Excel’de hücreye bir boşluk ekleyip enter bas,7,2,BOŞLUK ; ENTER,BOŞLUK:hücreye bir boşluk ekleyip ; ENTER:enter bas,kontrol_gereken_label,1,hücreye bir boşluk ekleyip ; enter bas,BOŞLUK ; ENTER,,True
CK-3848,146,ofis_metin_düzenleme,slayttaki resmi taşımadan önce kılavuz çizgileri göster,7,1,DİĞER,DİĞER:kılavuz çizgileri göster,riskli_ifade | kontrol_gereken_label,1,kılavuz çizgileri göster,DİĞER,,True
CK-3849,147,ofis_metin_düzenleme,sayfanın alt bilgisini aç ve tarihi 2026 yap,8,2,AÇ ; YENİDEN_ADLANDIR,AÇ:sayfanın alt bilgisini aç ; YENİDEN_ADLANDIR:tarihi 2026 yap,riskli_ifade | kontrol_gereken_label,1,sayfanın alt bilgisini aç ; tarihi 2026 yap,AÇ ; YENİDEN_ADLANDIR,,True
CK-3850,148,ofis_metin_düzenleme,"başlıkları seç, yazı boyutunu azalt, belgeyi kaydet",7,3,SEÇ ; AZALT ; KAYDET,"SEÇ:başlıkları seç, ; AZALT:yazı boyutunu azalt, ; KAYDET:belgeyi kaydet",,1,"başlıkları seç, ; yazı boyutunu azalt, ; belgeyi kaydet",SEÇ ; AZALT ; KAYDET,,False
CK-3851,149,ofis_metin_düzenleme,yazdırmadan önce kenar boşluklarını dar yap,6,2,ARTIR ; DEĞİŞTİR,ARTIR:kenar boşluklarını dar ; DEĞİŞTİR:yap,riskli_ifade | kontrol_gereken_label,1,kenar boşluklarını dar ; yap,ARTIR ; DEĞİŞTİR,,True
CK-3852,150,ofis_metin_düzenleme,açık raporda özet kısmını bul ve yeni sayfaya kopyala,9,2,BUL ; KOPYALA,BUL:açık raporda özet kısmını bul ; KOPYALA:yeni sayfaya kopyala,,1,açık raporda özet kısmını bul ; yeni sayfaya kopyala,BUL ; KOPYALA,,False
CK-3853,151,dosya_yazılım_geliştirme,terminale geç ama komut çalıştırma sadece imleci satır sonuna al,10,2,GEÇ ; TAŞI,GEÇ:terminale geç ; TAŞI:imleci satır sonuna al,riskli_ifade | kontrol_gereken_label,1,terminale geç ; imleci satır sonuna al,GEÇ ; TAŞI,,True
CK-3854,152,dosya_yazılım_geliştirme,VS Code’da README sekmesine geç ve arama panelini aç,9,2,SEKME_DEĞİŞTİR ; AÇ,SEKME_DEĞİŞTİR:README sekmesine geç ; AÇ:arama panelini aç,riskli_ifade | kontrol_gereken_label,1,README sekmesine geç ; arama panelini aç,SEKME_DEĞİŞTİR ; AÇ,,True
CK-3855,153,dosya_yazılım_geliştirme,config dosyasında port değerini 5000 yap,6,1,DEĞİŞTİR,DEĞİŞTİR:port değerini 5000 yap,riskli_ifade | kontrol_gereken_label,1,port değerini 5000 yap,DEĞİŞTİR,,True
CK-3856,154,dosya_yazılım_geliştirme,env dosyasını silme örnek dosyanın adını env_sample yap,8,1,YENİDEN_ADLANDIR,YENİDEN_ADLANDIR:örnek dosyanın adını env_sample yap,riskli_ifade | kontrol_gereken_label,1,örnek dosyanın adını env_sample yap,YENİDEN_ADLANDIR,,True
CK-3857,155,dosya_yazılım_geliştirme,build komutunu bir daha dene ama sonucu göndermeden bırak,9,1,YİNELE,YİNELE:komutunu bir daha dene,riskli_ifade,1,komutunu bir daha dene,YİNELE,,True
CK-3858,156,dosya_yazılım_geliştirme,loglarda connection refused ifadesini ara,5,1,ARA,ARA:connection refused ifadesini ara,,1,connection refused ifadesini ara,ARA,,False
CK-3859,157,dosya_yazılım_geliştirme,routes klasöründe yeni auth dosyası oluştur,6,1,YENİ_OLUŞTUR,YENİ_OLUŞTUR:yeni auth dosyası oluştur,,1,yeni auth dosyası oluştur,YENİ_OLUŞTUR,,False
CK-3860,158,dosya_yazılım_geliştirme,terminalde docker logs yaz bir boşluk bırak container adını yapıştır,10,3,YAZ ; BOŞLUK ; YAPIŞTIR,YAZ:docker logs yaz ; BOŞLUK:bir boşluk bırak ; YAPIŞTIR:container adını yapıştır,kontrol_gereken_label,1,docker logs yaz ; bir boşluk bırak ; container adını yapıştır,YAZ ; BOŞLUK ; YAPIŞTIR,,True
CK-3861,159,dosya_yazılım_geliştirme,git commit gönderme sadece değişen dosyaları listele,7,1,DİĞER,DİĞER:değişen dosyaları listele,riskli_ifade | kontrol_gereken_label,1,değişen dosyaları listele,DİĞER,,True
CK-3862,160,dosya_yazılım_geliştirme,package dosyasındaki script adını test:local yap,6,1,YENİDEN_ADLANDIR,YENİDEN_ADLANDIR:script adını test:local yap,kontrol_gereken_label,1,script adını test:local yap,YENİDEN_ADLANDIR,,True
CK-3863,161,dosya_yazılım_geliştirme,cache klasörünü silmeden önce içindeki tmp dosyasını temizle,8,1,SİL,SİL:içindeki tmp dosyasını temizle,riskli_ifade,1,içindeki tmp dosyasını temizle,SİL,,True
CK-3864,162,dosya_yazılım_geliştirme,editorün sağdaki sekmesine geç ve TODO kelimesini ara,8,2,SEKME_DEĞİŞTİR ; ARA,SEKME_DEĞİŞTİR:editorün sağdaki sekmesine geç ; ARA:TODO kelimesini ara,kontrol_gereken_label,1,editorün sağdaki sekmesine geç ; TODO kelimesini ara,SEKME_DEĞİŞTİR ; ARA,,True
CK-3865,163,dosya_yazılım_geliştirme,migration dosyasının adının başına yeni ekle,6,3,YENİDEN_ADLANDIR ; BOŞLUK ; YAZ,YENİDEN_ADLANDIR:adının ; BOŞLUK:başına ; YAZ:yeni ekle,riskli_ifade | kontrol_gereken_label,1,adının ; başına ; yeni ekle,YENİDEN_ADLANDIR ; BOŞLUK ; YAZ,,True
CK-3866,164,dosya_yazılım_geliştirme,terminal çıktısındaki warning satırını kopyala,5,1,KOPYALA,KOPYALA:warning satırını kopyala,,1,warning satırını kopyala,KOPYALA,,False
CK-3867,165,dosya_yazılım_geliştirme,test klasörüne git ve en son oluşturulan dosyayı aç,9,2,GİT ; AÇ,GİT:test klasörüne git ; AÇ:en son oluşturulan dosyayı aç,kontrol_gereken_label,1,test klasörüne git ; en son oluşturulan dosyayı aç,GİT ; AÇ,,True
CK-3868,166,dosya_yazılım_geliştirme,requirements dosyasına requests ekleme flask satırını çoğalt,7,1,DİĞER,DİĞER:flask satırını çoğalt,kontrol_gereken_label,1,flask satırını çoğalt,DİĞER,,True
CK-3869,167,dosya_yazılım_geliştirme,docker compose dosyasındaki timeout değerini 30 yap,7,1,DEĞİŞTİR,DEĞİŞTİR:timeout değerini 30 yap,riskli_ifade | kontrol_gereken_label,1,timeout değerini 30 yap,DEĞİŞTİR,,True
CK-3870,168,dosya_yazılım_geliştirme,build klasörünü release içine taşı ve adını build_old yap,9,2,TAŞI ; YENİDEN_ADLANDIR,TAŞI:build klasörünü release içine taşı ; YENİDEN_ADLANDIR:adını build_old yap,kontrol_gereken_label,1,build klasörünü release içine taşı ; adını build_old yap,TAŞI ; YENİDEN_ADLANDIR,,True
CK-3871,169,dosya_yazılım_geliştirme,şu hata raporunu yazdırmaya hazırla ama yazıcıya gönderme,8,1,YAZDIR,YAZDIR:hata raporunu yazdırmaya hazırla,riskli_ifade,1,hata raporunu yazdırmaya hazırla,YAZDIR,,True
CK-3872,170,dosya_yazılım_geliştirme,terminalde npm install komutunu yinele,5,1,YİNELE,YİNELE:npm install komutunu yinele,,1,npm install komutunu yinele,YİNELE,,False
CK-3873,171,dosya_yazılım_geliştirme,branch değiştirme mevcut dal adını kopyala,6,1,KOPYALA,KOPYALA:dal adını kopyala,,1,dal adını kopyala,KOPYALA,,False
CK-3874,172,dosya_yazılım_geliştirme,VS Code aramasında main fonksiyonunu bul ve satıra git,9,2,BUL ; GİT,BUL:main fonksiyonunu bul ; GİT:satıra git,riskli_ifade | kontrol_gereken_label,1,main fonksiyonunu bul ; satıra git,BUL ; GİT,,True
CK-3875,173,dosya_yazılım_geliştirme,log seviyesini debugdan infoya değiştir sonra kaydet,7,2,DEĞİŞTİR ; KAYDET,DEĞİŞTİR:log seviyesini debugdan infoya değiştir ; KAYDET:kaydet,kontrol_gereken_label,1,log seviyesini debugdan infoya değiştir ; kaydet,DEĞİŞTİR ; KAYDET,,True
CK-3876,174,dosya_yazılım_geliştirme,docs klasörü oluşturma var olan doküman klasörünü aç,8,1,AÇ,AÇ:var olan doküman klasörünü aç,,1,var olan doküman klasörünü aç,AÇ,,False
CK-3877,175,dosya_yazılım_geliştirme,test sonucunu kopyala ve issue taslağına yapıştır,7,2,KOPYALA ; YAPIŞTIR,KOPYALA:test sonucunu kopyala ; YAPIŞTIR:issue taslağına yapıştır,,1,test sonucunu kopyala ; issue taslağına yapıştır,KOPYALA ; YAPIŞTIR,,False
CK-3878,176,dosya_yazılım_geliştirme,package-lock dosyasını silme sadece eski kopyasını oluştur,7,1,YENİ_OLUŞTUR,YENİ_OLUŞTUR:eski kopyasını oluştur,riskli_ifade,1,eski kopyasını oluştur,YENİ_OLUŞTUR,,True
CK-3879,177,dosya_yazılım_geliştirme,terminal sekmesini kapatma yanındaki output sekmesine geç,7,1,SEKME_DEĞİŞTİR,SEKME_DEĞİŞTİR:yanındaki output sekmesine geç,riskli_ifade | kontrol_gereken_label,1,yanındaki output sekmesine geç,SEKME_DEĞİŞTİR,,True
CK-3880,178,dosya_yazılım_geliştirme,csv dosyasında header satırını kes ve örnek dosyaya yapıştır,9,2,KES ; YAPIŞTIR,KES:header satırını kes ; YAPIŞTIR:örnek dosyaya yapıştır,,1,header satırını kes ; örnek dosyaya yapıştır,KES ; YAPIŞTIR,,False
CK-3881,179,dosya_yazılım_geliştirme,build raporunu indir ve logs klasörüne taşı,7,2,İNDİR ; TAŞI,İNDİR:build raporunu indir ; TAŞI:logs klasörüne taşı,,1,build raporunu indir ; logs klasörüne taşı,İNDİR ; TAŞI,,False
CK-3882,180,dosya_yazılım_geliştirme,config içinde retries sayısını 3 yap,6,1,DEĞİŞTİR,DEĞİŞTİR:retries sayısını 3 yap,kontrol_gereken_label,1,retries sayısını 3 yap,DEĞİŞTİR,,True
CK-3883,181,dosya_yazılım_geliştirme,kodun en üstüne git ve boş satır bırak,8,2,GİT ; BOŞLUK,GİT:kodun en üstüne git ; BOŞLUK:boş satır bırak,kontrol_gereken_label,1,kodun en üstüne git ; boş satır bırak,GİT ; BOŞLUK,,True
CK-3884,182,dosya_yazılım_geliştirme,Dockerfile içindeki port satırını bul ama değiştirme,7,1,BUL,BUL:Dockerfile içindeki port satırını bul,riskli_ifade,1,Dockerfile içindeki port satırını bul,BUL,,True
CK-3885,183,dosya_yazılım_geliştirme,terminalde git diff yaz enter bas ve sonucu ekranda tut,10,3,YAZ ; ENTER ; DİĞER,YAZ:terminalde git diff yaz ; ENTER:enter bas ; DİĞER:sonucu ekranda tut,kontrol_gereken_label,1,terminalde git diff yaz ; enter bas ; sonucu ekranda tut,YAZ ; ENTER ; DİĞER,,True
CK-3886,184,dosya_yazılım_geliştirme,eski migration dosyasını sil yeni migration adını add_user_table yap,9,2,SİL ; YENİDEN_ADLANDIR,SİL:eski migration dosyasını sil ; YENİDEN_ADLANDIR:yeni migration adını add_user_table yap,kontrol_gereken_label,1,eski migration dosyasını sil ; yeni migration adını add_user_table yap,SİL ; YENİDEN_ADLANDIR,,True
CK-3887,185,dosya_yazılım_geliştirme,README’de kurulum başlığını ara altına docker notu ekle,8,2,ARA ; YAZ,ARA:kurulum başlığını ara ; YAZ:altına docker notu ekle,,1,kurulum başlığını ara ; altına docker notu ekle,ARA ; YAZ,,False
CK-3888,186,dosya_yazılım_geliştirme,sorun çözüldüyse test komutunu tekrar çalıştır,6,1,YİNELE,YİNELE:test komutunu tekrar çalıştır,riskli_ifade,1,test komutunu tekrar çalıştır,YİNELE,,True
CK-3889,187,dosya_yazılım_geliştirme,proje klasöründe temp_outputs diye yeni klasör oluştur,7,2,YENİDEN_ADLANDIR ; YENİ_OLUŞTUR,YENİDEN_ADLANDIR:temp_outputs ; YENİ_OLUŞTUR:diye yeni klasör oluştur,kontrol_gereken_label,1,temp_outputs ; diye yeni klasör oluştur,YENİDEN_ADLANDIR ; YENİ_OLUŞTUR,,True
CK-3890,188,dosya_yazılım_geliştirme,warning yazan satırı seçip yorum satırı yap,7,2,SEÇ ; YENİDEN_ADLANDIR,SEÇ:warning yazan satırı seçip ; YENİDEN_ADLANDIR:yorum satırı yap,kontrol_gereken_label,1,warning yazan satırı seçip ; yorum satırı yap,SEÇ ; YENİDEN_ADLANDIR,,True
CK-3891,189,dosya_yazılım_geliştirme,release dosyasını upload etme sadece adını v2_candidate yap,8,1,YENİDEN_ADLANDIR,YENİDEN_ADLANDIR:adını v2_candidate yap,kontrol_gereken_label,1,adını v2_candidate yap,YENİDEN_ADLANDIR,,True
CK-3892,190,dosya_yazılım_geliştirme,terminalde komutun sonuna çift tire ekleme tek boşluk bırak,9,1,BOŞLUK,BOŞLUK:tek boşluk bırak,kontrol_gereken_label,1,tek boşluk bırak,BOŞLUK,,True
CK-3893,191,dosya_yazılım_geliştirme,VS Code’da açık json dosyasını biçimlendir ve kaydet,8,2,DEĞİŞTİR ; KAYDET,DEĞİŞTİR:json dosyasını biçimlendir ; KAYDET:kaydet,kontrol_gereken_label,1,json dosyasını biçimlendir ; kaydet,DEĞİŞTİR ; KAYDET,,True
CK-3894,192,dosya_yazılım_geliştirme,env örneğindeki boş token satırını sil,6,1,SİL,SİL:boş token satırını sil,,1,boş token satırını sil,SİL,,False
CK-3895,193,dosya_yazılım_geliştirme,main branch’e geçmeden önce değişiklikleri kaydet,6,2,GEÇ ; KAYDET,GEÇ:main branch’e geçmeden ; KAYDET:değişiklikleri kaydet,kontrol_gereken_label,1,main branch’e geçmeden ; değişiklikleri kaydet,GEÇ ; KAYDET,,True
CK-3896,194,dosya_yazılım_geliştirme,docker imajını indirme local olanı listele,6,1,DİĞER,DİĞER:local olanı listele,riskli_ifade | kontrol_gereken_label,1,local olanı listele,DİĞER,,True
CK-3897,195,dosya_yazılım_geliştirme,hata ekranındaki stack trace kısmını kopyala,6,1,KOPYALA,KOPYALA:stack trace kısmını kopyala,,1,stack trace kısmını kopyala,KOPYALA,,False
CK-3898,196,dosya_yazılım_geliştirme,routes dosyasını api klasörüne taşı sonra adını user_routes yap,9,2,TAŞI ; YENİDEN_ADLANDIR,TAŞI:routes dosyasını api klasörüne taşı ; YENİDEN_ADLANDIR:adını user_routes yap,kontrol_gereken_label,1,routes dosyasını api klasörüne taşı ; adını user_routes yap,TAŞI ; YENİDEN_ADLANDIR,,True
CK-3899,197,dosya_yazılım_geliştirme,test panelinde aramayı yinele ve failed yazanları göster,8,2,YİNELE ; DİĞER,YİNELE:aramayı yinele ; DİĞER:failed yazanları göster,riskli_ifade | kontrol_gereken_label,1,aramayı yinele ; failed yazanları göster,YİNELE ; DİĞER,,True
CK-3900,198,dosya_yazılım_geliştirme,terminalde coverage komutunu çalıştır ve raporu yazdırmaya hazırla,8,2,DİĞER ; YAZDIR,DİĞER:coverage komutunu çalıştır ; YAZDIR:raporu yazdırmaya hazırla,riskli_ifade | kontrol_gereken_label,1,coverage komutunu çalıştır ; raporu yazdırmaya hazırla,DİĞER ; YAZDIR,,True
CK-3901,199,dosya_yazılım_geliştirme,config dosyasını aç timeout satırına git değeri 45 yap kaydet,10,4,AÇ ; GİT ; DEĞİŞTİR ; KAYDET,AÇ:config dosyasını aç ; GİT:timeout satırına git ; DEĞİŞTİR:değeri 45 yap ; KAYDET:kaydet,riskli_ifade | kontrol_gereken_label | çok_görevli,1,config dosyasını aç ; timeout satırına git ; değeri 45 yap ; kaydet,AÇ ; GİT ; DEĞİŞTİR ; KAYDET,,True
CK-3902,200,dosya_yazılım_geliştirme,release klasörü oluştur çıktı dosyasını içine taşı ve repoya gönder,10,3,YENİ_OLUŞTUR ; TAŞI ; GÖNDER,YENİ_OLUŞTUR:release klasörü oluştur ; TAŞI:çıktı dosyasını içine taşı ; GÖNDER:repoya gönder,,1,release klasörü oluştur ; çıktı dosyasını içine taşı ; repoya gönder,YENİ_OLUŞTUR ; TAŞI ; GÖNDER,,False
